gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g21398.t1,637.8050051,-1.077936078,0.204624913,-5.267863335,1.38E-07,2.24E-06,571,572,600,500,796,626,627,589,422,422,406,1064,604,762,P19182,IFRD1_MOUSE,Phel_contig_7478,,,,,,,,
g2142.t1,2.573500854,3.611477624,1.156097639,3.123851743,0.001785004,0.007697664,1,1,2,4,0,0,0,1,8,18,3,0,3,0,Q6DC37,HNMT_DANRE,Phel_contig_7843,,,,,,,,
g2147.t1,21.40010508,1.616170608,0.649348282,2.488911809,0.012813475,0.039190892,3,0,22,67,21,9,3,15,42,28,54,3,54,24,Q6DC37,HNMT_DANRE,Phel_contig_7843,,,,,,,,
g21507.t1,510.9845826,-1.174264368,0.236079485,-4.97402122,6.56E-07,8.72E-06,620,742,532,350,542,518,466,405,247,392,365,611,382,566,P51644,ARF4_XENLA,Phel_contig_16258,,,,,,,,
g21526.t1,652.6934925,-1.539694563,0.30154427,-5.106031572,3.29E-07,4.76E-06,505,934,416,309,496,946,936,440,363,408,403,1160,560,462,P17560,RENBP_PIG,Phel_contig_10261,,,,,,,,
g21577.t1,152.9184477,-1.576957643,0.442760178,-3.561651933,0.000368529,0.002050599,267,154,41,97,186,97,139,85,86,210,52,105,77,336,Q9YHT4,HEM0_DANRE,Phel_contig_505,,,,,,,,
g21577.t2,1030.549217,-1.78479706,0.335911068,-5.313302322,1.08E-07,1.79E-06,2133,879,795,322,829,1143,1217,662,675,319,587,1357,585,1448,Q9YHT4,HEM0_DANRE,Phel_contig_505,,,,,,,,
g21590.t1,1235.037589,1.515399438,0.24240373,6.251551659,4.06E-10,1.24E-08,456,416,1521,2279,1083,557,389,2529,1904,3107,1754,618,2778,334,Q3SY69,AL1L2_HUMAN,Phel_contig_1376,,,,,,,,
g21604.t1,1195.204228,-2.731332664,0.539887416,-5.059078216,4.21E-07,5.88E-06,2125,1753,493,91,1003,1116,2064,269,498,883,102,2249,198,1108,O15072,ATS3_HUMAN,Phel_contig_1128,,,,,,,,
g21609.t1,10729.96864,1.034319584,0.242209961,4.270342877,1.95E-05,0.000167732,8849,6845,14781,16600,5560,4895,4385,19099,13540,25699,14232,6934,20130,3632,Q8MPM1,GELS2_LUMTE,Phel_contig_331,,,,,,,,
g21649.t1,353.8600543,-0.933715647,0.297936779,-3.133938848,0.001724768,0.007486795,348,527,305,221,205,286,402,348,237,260,345,416,395,376,Q3UMR5,MCU_MOUSE,Phel_contig_2659,,,,,,,,
g21652.t1,851.1703483,-1.558610784,0.319542172,-4.877637191,1.07E-06,1.35E-05,706,978,582,493,720,728,1436,621,438,481,426,1335,712,925,P53992,SC24C_HUMAN,Phel_contig_6515,,,,,,,,
g21655.t1,187.3534231,1.965680671,0.443805056,4.4291534,9.46E-06,8.97E-05,46,97,538,354,27,121,44,200,256,442,355,17,373,82,Q5ZJR8,ELOV6_CHICK,Phel_contig_1739,,,,,,,,
g21656.t1,154.2561435,1.34419386,0.382265561,3.516387548,0.000437462,0.002363495,28,107,389,323,39,160,54,205,256,196,185,54,354,65,Q6PC64,ELOV6_DANRE,Phel_contig_12119,,,,,,,,
g21673.t1,49.7658049,-2.678558258,0.761049981,-3.519556303,0.000432269,0.002341621,6,9,1,13,26,64,40,6,10,18,25,289,54,111,Q8N264,RHG24_HUMAN,Phel_contig_9235,,,,,,,,
g21676.t1,1217.971838,-1.498256755,0.427242811,-3.506803899,0.000453523,0.002433571,983,1766,951,743,577,758,2465,924,595,726,675,1445,862,1128,Q8N264,RHG24_HUMAN,Phel_contig_9235,,,,,,,,
g2171.t1,477.4034005,-0.943980151,0.290684493,-3.247438973,0.001164486,0.005358103,776,818,518,282,326,370,367,413,337,349,405,629,509,352,Q69BJ8,UCRI_LAGLA,Phel_contig_4415,,,,,,,,
g21739.t1,1405.488965,-1.763698823,0.348750107,-5.057199377,4.25E-07,5.94E-06,1381,2069,989,640,984,1319,2312,901,688,379,910,2030,1054,1581,P25867,UBCD1_DROME,Phel_contig_817,,,,,,,,
g21778.t2,18.05089043,-7.920427257,2.427575252,-3.262690724,0.001103599,0.005119045,0,0,0,0,79,85,0,0,0,0,0,53,0,31,Q08209,PP2BA_HUMAN,Phel_contig_396,,,,,,,,
g21783.t1,25.18244214,-2.60437542,1.04964604,-2.481193965,0.01309431,0.039915791,8,2,19,0,24,216,0,10,5,16,6,17,1,26,Q4AEH5,GPX3_HYLLA,Phel_contig_6192,,,,,,,,
g21798.t1,322.4666138,-1.172532943,0.32327988,-3.626990152,0.000286744,0.001674734,236,217,277,186,288,377,444,311,245,119,254,533,336,389,Q17QJ5,TSN5_BOVIN,Phel_contig_2438,,,,,,,,
g21800.t1,451.254662,-1.082647154,0.251786429,-4.299863018,1.71E-05,0.000150218,337,729,350,267,369,432,372,412,305,338,386,926,448,442,P00367,DHE3_HUMAN,Phel_contig_6046,,,,,,,,
g2184.t1,1311.219504,-2.266214398,0.342658209,-6.613629377,3.75E-11,1.46E-09,887,879,517,592,2688,1286,2046,778,486,556,304,3192,704,1484,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g2184.t1,1311.219504,-2.266214398,0.342658209,-6.613629377,3.75E-11,1.46E-09,887,879,517,592,2688,1286,2046,778,486,556,304,3192,704,1484,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g2184.t1,1311.219504,-2.266214398,0.342658209,-6.613629377,3.75E-11,1.46E-09,887,879,517,592,2688,1286,2046,778,486,556,304,3192,704,1484,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g2186.t1,55.03666152,1.181042498,0.342539694,3.447899668,0.000564964,0.002918338,27,18,79,132,57,35,18,102,80,29,87,41,182,12,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g2186.t1,55.03666152,1.181042498,0.342539694,3.447899668,0.000564964,0.002918338,27,18,79,132,57,35,18,102,80,29,87,41,182,12,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g2186.t1,55.03666152,1.181042498,0.342539694,3.447899668,0.000564964,0.002918338,27,18,79,132,57,35,18,102,80,29,87,41,182,12,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g21896.t1,1587.615437,-0.801629708,0.28275477,-2.835070501,0.004581557,0.016901975,1895,1811,1903,1055,1388,1412,1654,1380,1032,1958,1035,1938,1452,1292,P97379,G3BP2_MOUSE,Phel_contig_1687,,,,,,,,
g22070.t1,30.49547938,1.072077524,0.303299671,3.534713778,0.000408217,0.00222843,19,17,39,68,37,24,6,54,45,41,45,12,74,7,Q96DM1,PGBD4_HUMAN,Phel_contig_20850,,,,,,,,
g22070.t1,30.49547938,1.072077524,0.303299671,3.534713778,0.000408217,0.00222843,19,17,39,68,37,24,6,54,45,41,45,12,74,7,Q96DM1,PGBD4_HUMAN,Phel_contig_24842,,,,,,,,
g22101.t1,496.2107771,-1.353898758,0.392232034,-3.451780177,0.000556901,0.002881781,450,274,380,378,741,233,903,317,238,281,334,817,517,411,P59723,HIF1N_DANRE,Phel_contig_378,,,,,,,,
g22108.t1,2710.742894,-4.345623337,0.620049382,-7.008511687,2.41E-12,1.18E-10,316,459,442,135,8895,4743,1838,372,267,338,247,3844,373,10950,Q8VD50,DDT4L_RAT,Phel_contig_764,,,,,,,,
g22109.t1,395.1229503,0.753962954,0.221008087,3.411472245,0.000646131,0.003263495,434,223,377,672,229,307,115,833,464,463,671,291,928,186,Q6N021,TET2_HUMAN,Phel_contig_3474,,,,,,,,
g22170.t1,18.67440812,1.418800741,0.400046399,3.546590459,0.000390251,0.002152161,7,8,36,46,18,14,1,26,15,19,36,12,70,5,P25867,UBCD1_DROME,Phel_contig_817,,,,,,,,
g22172.t2,586.5429505,-3.28795975,0.704259238,-4.668678198,3.03E-06,3.37E-05,58,2872,115,180,269,189,1303,127,118,98,124,422,196,208,Q5RC04,RGF1B_PONAB,Phel_contig_10096,,,,,,,,
g22189.t1,15357.65012,-4.876956853,0.565028174,-8.631351629,6.06E-18,8.22E-16,5224,5464,939,795,7741,13612,37612,1787,1249,1439,1254,37487,1199,46419,Q95328,CP17A_HORSE,Phel_contig_598,,,,,,,,
g22204.t6,122.9709501,-2.279365012,0.344966472,-6.607497249,3.91E-11,1.52E-09,88,366,35,59,146,197,107,78,46,27,46,138,84,140,Q90ZC7,KCMA1_XENLA,Phel_contig_17294,,,,,,,,
g22211.t1,577.2141775,-2.079013756,0.554203939,-3.751351459,0.000175884,0.001115403,513,988,502,101,388,403,1334,243,150,514,130,566,172,482,Q9NR30,DDX21_HUMAN,Phel_contig_16939,,,,,,,,
g22212.t1,1515.328739,-3.378935354,0.476839088,-7.086112361,1.38E-12,7.18E-11,1188,4018,387,209,1448,1261,3533,294,263,181,552,2081,404,795,P14316,IRF2_HUMAN,Phel_contig_10295,,,,,,,,
g22226.t1,508.8766103,-4.687263668,0.637179698,-7.356266505,1.89E-13,1.14E-11,69,116,36,32,246,483,829,48,41,32,67,1790,81,1931,Q9QYP1,LRP4_RAT,Phel_contig_25,,,,,,,,
g22279.t1,113.627408,3.246073105,0.397516058,8.165891771,3.19E-16,3.14E-14,17,15,138,394,19,17,28,151,206,158,272,16,545,7,Q8TDX6,CGAT1_HUMAN,Phel_contig_19690,,,,,,,,
g22288.t1,643.1635187,-1.766214713,0.327966575,-5.385349744,7.23E-08,1.26E-06,987,1145,558,237,547,488,774,303,300,359,341,799,374,789,Q8TCT9,HM13_HUMAN,Phel_contig_1955,,,,,,,,
g22327.t1,1313.88824,-1.339401641,0.407656946,-3.285609764,0.001017619,0.004789992,1865,1515,1348,499,419,1136,921,633,562,764,1151,2276,1532,2753,Q5MB13,ABCG2_MACMU,Phel_contig_4300,,,,,,,,
g22330.t1,12.61432813,-5.349397613,1.553584041,-3.443262463,0.000574741,0.002960626,0,0,2,0,11,34,0,2,1,0,0,6,0,93,Q5MB13,ABCG2_MACMU,Phel_contig_4300,,,,,,,,
g22339.t1,571.4614352,-2.75095674,0.750413506,-3.665921148,0.00024645,0.001474737,112,235,107,130,4613,497,43,195,202,125,158,1432,434,75,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g22339.t1,571.4614352,-2.75095674,0.750413506,-3.665921148,0.00024645,0.001474737,112,235,107,130,4613,497,43,195,202,125,158,1432,434,75,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g22342.t1,1495.833323,-2.375048357,0.361070263,-6.577801055,4.77E-11,1.82E-09,1790,1795,608,417,1051,1094,2748,660,515,714,470,2377,804,2464,Q9DDT2,BCAP_CHICK,Phel_contig_3628,,,,,,,,
g22342.t2,1704.971668,-1.974017337,0.341289431,-5.783997863,7.29E-09,1.62E-07,1690,1828,882,885,1068,1692,2996,948,607,627,981,2682,1096,2560,Q9DDT2,BCAP_CHICK,Phel_contig_3628,,,,,,,,
g22378.t1,945.6430417,-1.901171728,0.332033561,-5.725842065,1.03E-08,2.22E-07,1400,2036,774,280,903,934,951,398,324,465,577,1769,586,674,Q68F72,S15A4_XENLA,Phel_contig_958,,,,,,,,
g22421.t1,474.0998733,-1.478902315,0.599498683,-2.466898355,0.013628904,0.041235189,115,120,136,319,113,539,708,398,264,467,197,628,409,1447,P07687,HYEP_RAT,Phel_contig_1992,,,,,,,,
g22422.t1,571.9590057,-3.325586211,1.133859098,-2.932980135,0.003357254,0.013075788,4,5,438,52,256,2934,12,32,120,78,57,41,42,3057,P07687,HYEP_RAT,Phel_contig_1992,,,,,,,,
g22482.t1,108.6958461,1.778327337,0.341696575,5.204404928,1.95E-07,3.03E-06,41,59,251,208,44,90,16,176,145,97,277,26,327,24,Q6Y1H2,HACD2_HUMAN,Phel_contig_19570,,,,,,,,
g22496.t1,1364.542085,-0.947755296,0.217548944,-4.356515261,1.32E-05,0.000120072,1374,1038,1544,986,2438,1528,1265,1200,958,972,954,1672,1411,1227,P21522,ROA1_SCHAM,Phel_contig_3559,,,,,,,,
g22532.t1,3388.628905,-1.135229464,0.269952537,-4.205292812,2.61E-05,0.000216309,3053,4443,2876,2002,3027,2617,4114,2886,2047,2274,3036,4887,3193,3752,P41932,14331_CAEEL,Phel_contig_2201,,,,,,,,
g22666.t4,862.7613903,-1.023352313,0.28001975,-3.654571915,0.000257611,0.001532567,1300,370,808,619,1103,1007,901,641,593,777,646,935,783,999,P21522,ROA1_SCHAM,Phel_contig_3559,,,,,,,,
g22669.t1,1274.148166,-1.00075754,0.22130418,-4.522090548,6.12E-06,6.17E-05,1783,1500,1342,1009,1125,1338,1149,777,959,1058,942,1690,1147,1215,P21522,ROA1_SCHAM,Phel_contig_3559,,,,,,,,
g22672.t1,159.7757983,-5.993568861,0.657153526,-9.120500194,7.48E-20,1.34E-17,8,89,8,5,268,294,209,4,6,1,10,498,9,480,Q5RFR0,TTPAL_PONAB,Phel_contig_4464,,,,,,,,
g22674.t1,140.0248088,2.626159333,0.521131485,5.039341144,4.67E-07,6.44E-06,34,79,192,277,9,42,16,210,249,121,529,51,587,4,Q9ESG5,HS3S1_RAT,Phel_contig_3853,,,,,,,,
g22675.t1,209.1035333,2.205017424,0.444035254,4.965861171,6.84E-07,9.06E-06,129,95,412,601,45,69,37,421,223,151,649,56,567,11,Q9ESG5,HS3S1_RAT,Phel_contig_3853,,,,,,,,
g22740.t1,2.257848414,3.425289497,1.193297903,2.870439552,0.004099016,0.015419138,0,1,1,5,0,0,0,9,4,7,9,1,0,0,Q8BGC3,MOT12_MOUSE,Phel_contig_25452,,,,,,,,
g22843.t1,136.0602585,-1.413527757,0.360677818,-3.91908702,8.89E-05,0.000625495,79,82,77,78,128,234,109,87,70,162,75,303,79,248,Q1LZI2,S35F3_MOUSE,Phel_contig_14670,,,,,,,,
g22909.t2,178.2747506,-2.380569297,0.381364297,-6.242244793,4.31E-10,1.31E-08,205,190,81,35,204,210,288,44,45,40,96,424,181,169,O54748,STK3_RAT,Phel_contig_7766,,,,,,,,
g22911.t1,374.6747289,2.3282677,0.28990151,8.031236882,9.65E-16,8.82E-14,59,59,709,805,155,191,60,817,638,1025,512,88,873,137,Q9Z108,STAU1_MOUSE,Phel_contig_12713,,,,,,,,
g22911.t2,224.6219886,2.096409654,0.349405378,5.999935272,1.97E-09,5.14E-08,100,56,435,571,58,157,25,667,355,126,446,65,628,64,Q9Z108,STAU1_MOUSE,Phel_contig_12713,,,,,,,,
g22926.t1,626.2010526,-1.321167276,0.241819101,-5.463452935,4.67E-08,8.60E-07,698,949,529,373,549,579,565,492,438,317,469,943,439,855,Q6P268,PDCL3_DANRE,Phel_contig_263,,,,,,,,
g22945.t1,145.0848161,1.661064396,0.274500235,6.051231225,1.44E-09,3.89E-08,78,70,207,269,75,107,17,289,217,383,211,52,336,34,P13010,XRCC5_HUMAN,Phel_contig_8352,,,,,,,,
g2303.t1,14.36488471,-2.595617146,0.922091548,-2.814923476,0.004878885,0.01778874,2,3,11,0,35,20,1,4,8,3,3,4,5,81,P23975,SC6A2_HUMAN,Phel_contig_1368,,,,,,,,
g2303.t1,14.36488471,-2.595617146,0.922091548,-2.814923476,0.004878885,0.01778874,2,3,11,0,35,20,1,4,8,3,3,4,5,81,P23975,SC6A2_HUMAN,Phel_contig_6750,,,,,,,,
g23131.t1,1369.892451,-2.984604146,0.550954915,-5.417147688,6.06E-08,1.08E-06,410,4917,320,182,1198,814,2539,296,281,214,565,2271,949,837,O15335,CHAD_HUMAN,Phel_contig_12310,,,,,,,,
g23132.t1,1832.030249,0.973630962,0.362336063,2.687093724,0.007207673,0.024672311,815,1685,1880,3820,868,1575,811,2623,2834,2491,3846,290,3607,948,O15335,CHAD_HUMAN,Phel_contig_12310,,,,,,,,
g23161.t1,19.26599953,1.178225916,0.404435603,2.91325963,0.003576771,0.01377612,7,4,19,46,13,21,1,50,17,25,33,19,52,11,P46023,GR101_LYMST,Phel_contig_15446,,,,,,,,
g23171.t1,1149.833756,1.768129595,0.397447481,4.448712547,8.64E-06,8.33E-05,482,186,1337,2027,324,884,399,2326,1963,1035,2889,728,4526,122,Q9QYP1,LRP4_RAT,Phel_contig_25,,,,,,,,
g23229.t1,394.773467,-1.757157805,0.385573595,-4.557256581,5.18E-06,5.37E-05,420,668,438,141,297,289,527,255,149,176,152,666,210,506,Q9DCT5,SDF2_MOUSE,Phel_contig_224,,,,,,,,
g23285.t1,276.6123985,-1.081216426,0.205088023,-5.271962793,1.35E-07,2.20E-06,342,284,260,176,271,277,237,240,184,232,180,532,252,273,Q9V3H2,PSDE_DROME,Phel_contig_14520,,,,,,,,
g23349.t1,1004.308589,-2.456305407,0.417753166,-5.879800823,4.11E-09,9.73E-08,2077,2432,544,353,755,831,1485,319,200,235,522,1209,509,548,Q6PCJ9,PPT2A_XENLA,Phel_contig_671,,,,,,,,
g23422.t1,225.1904738,-5.483842724,1.20168215,-4.563471901,5.03E-06,5.24E-05,16,13,6,12,2642,16,4,3,23,0,23,458,19,2,Q761V0,SC6A5_MOUSE,Phel_contig_916,,,,,,,,
g23485.t1,118.5692515,2.752799343,0.347973429,7.910946978,2.55E-15,2.22E-13,30,20,186,336,67,34,13,340,164,240,251,11,286,13,Q99943,PLCA_HUMAN,Phel_contig_19889,,,,,,,,
g23489.t1,1163.963089,-4.518027785,0.971030512,-4.652817527,3.27E-06,3.59E-05,19,20,54,45,6025,2259,59,30,126,155,346,1116,38,4746,Q96RW7,HMCN1_HUMAN,Phel_contig_11,,,,,,,,
g23489.t1,1163.963089,-4.518027785,0.971030512,-4.652817527,3.27E-06,3.59E-05,19,20,54,45,6025,2259,59,30,126,155,346,1116,38,4746,Q96RW7,HMCN1_HUMAN,Phel_contig_3782,,,,,,,,
g23489.t1,1163.963089,-4.518027785,0.971030512,-4.652817527,3.27E-06,3.59E-05,19,20,54,45,6025,2259,59,30,126,155,346,1116,38,4746,Q96RW7,HMCN1_HUMAN,Phel_contig_4813,,,,,,,,
g23489.t1,1163.963089,-4.518027785,0.971030512,-4.652817527,3.27E-06,3.59E-05,19,20,54,45,6025,2259,59,30,126,155,346,1116,38,4746,Q96RW7,HMCN1_HUMAN,Phel_contig_634,,,,,,,,
g23489.t1,1163.963089,-4.518027785,0.971030512,-4.652817527,3.27E-06,3.59E-05,19,20,54,45,6025,2259,59,30,126,155,346,1116,38,4746,Q96RW7,HMCN1_HUMAN,Phel_contig_8725,,,,,,,,
g23509.t1,27819.86995,-5.378534997,0.647089279,-8.311890145,9.42E-17,1.03E-14,45406,21464,4085,206,12761,21542,76009,765,2038,1785,791,50629,770,47449,Q00685,CO3_LETCA,Phel_contig_3127,,,,,,,,
g23513.t2,117.3245654,-1.504992935,0.538951903,-2.792443867,0.005231154,0.018814763,55,134,64,128,184,213,132,43,62,97,24,14,119,231,P41234,ABCA2_MOUSE,Phel_contig_3651,,,,,,,,
g2354.t1,1058.026573,-1.580880623,0.32043232,-4.933586663,8.07E-07,1.05E-05,1275,1257,826,518,975,830,1479,655,683,804,451,1780,510,1196,P11387,TOP1_HUMAN,Phel_contig_6396,,,,,,,,
g23578.t1,1838.760897,-1.935812126,0.444339684,-4.356604179,1.32E-05,0.000120072,1550,1110,1367,394,1594,3288,1754,882,1145,1273,493,1869,795,5346,P15104,GLNA_HUMAN,Phel_contig_3591,,,,,,,,
g236.t1,325.4067817,-0.881644764,0.253902344,-3.472377407,0.000515871,0.002708486,383,405,422,210,269,320,231,234,185,324,261,530,310,349,P00428,COX5B_BOVIN,Phel_contig_4083,,,,,,,,
g2361.t1,1538.470534,-2.087262474,0.341536944,-6.111381247,9.88E-10,2.76E-08,1872,949,1154,531,3376,1792,1886,878,664,779,388,2873,510,1838,Q13951,PEBB_HUMAN,Phel_contig_194,,,,,,,,
g2361.t2,1756.417005,-2.282312697,0.334744579,-6.818072157,9.23E-12,4.12E-10,2897,1466,1239,547,3270,2448,1987,1003,878,470,301,2900,618,2111,Q13951,PEBB_HUMAN,Phel_contig_194,,,,,,,,
g23709.t1,3075.59934,1.989640439,0.424285522,4.689390362,2.74E-06,3.09E-05,2278,1441,5806,6050,524,1125,651,4526,4660,6284,5572,1157,10437,153,Q5VVW2,GARL3_HUMAN,Phel_contig_6250,,,,,,,,
g23709.t2,1416.604834,2.558151572,0.459299309,5.569683037,2.55E-08,5.00E-07,690,429,2078,3554,251,296,357,2245,2092,4536,2529,229,3993,45,Q5VVW2,GARL3_HUMAN,Phel_contig_6250,,,,,,,,
g23727.t1,632.212874,-0.87370453,0.191598132,-4.560088984,5.11E-06,5.32E-05,807,575,572,695,696,660,524,666,523,451,427,905,487,623,Q6DRC4,EIF3G_DANRE,Phel_contig_7615,,,,,,,,
g23844.t1,610.7617508,-2.68071655,0.70800875,-3.786276017,0.000152922,0.000987528,86,46,195,179,288,604,693,178,173,182,145,575,428,3341,P28175,CFC_TACTR,Phel_contig_2389,,,,,,,,
g23877.t1,1824.975349,-3.486037692,0.352716369,-9.883402074,4.91E-23,1.46E-20,2819,1851,322,217,3267,1929,2802,328,331,711,281,2399,322,3606,Q6IP59,CTL2_XENLA,Phel_contig_14379,,,,,,,,
g23897.t1,122.8062122,-2.618371803,0.836135684,-3.13151544,0.001739066,0.007539269,677,43,13,42,220,133,31,98,77,0,47,235,18,14,Q3SYW2,CO2_BOVIN,Phel_contig_1529,,,,,,,,
g23904.t1,8262.695758,-2.791799307,0.449077903,-6.216737201,5.08E-10,1.51E-08,19254,14484,1910,1574,2934,5134,14097,2836,2098,3326,2936,7626,3404,12694,Q3SYW2,CO2_BOVIN,Phel_contig_1529,,,,,,,,
g23908.t1,83.23317054,1.073079749,0.214995803,4.991166021,6.00E-07,8.06E-06,66,55,126,171,61,54,19,150,108,120,131,31,180,37,Q8BZQ7,ANC2_MOUSE,Phel_contig_10160,,,,,,,,
g23986.t1,1035.226313,-3.078859269,0.235706736,-13.06224557,5.41E-39,7.91E-36,1476,892,184,206,2527,1175,1111,284,310,268,306,2487,339,1441,Q91VS7,MGST1_MOUSE,Phel_contig_2658,,,,,,,,
g24000.t1,145.7191016,1.09407775,0.450110849,2.430685136,0.015070305,0.044691323,25,22,89,218,88,143,34,277,374,333,144,167,274,106,A0JP86,LAMC1_XENTR,Phel_contig_10438,,,,,,,,
g2401.t1,594.3912932,-0.993159686,0.165636671,-5.996013311,2.02E-09,5.24E-08,552,594,473,446,663,678,528,451,441,498,430,1088,729,562,O75351,VPS4B_HUMAN,Phel_contig_1649,,,,,,,,
g24024.t1,114.7115554,-3.560873505,0.592211875,-6.012837057,1.82E-09,4.80E-08,97,6,23,22,627,131,47,21,14,22,20,269,36,204,Q9W539,HR4_DROME,Phel_contig_17964,,,,,,,,
g24035.t1,591.5728054,-1.943913686,0.426303079,-4.559933492,5.12E-06,5.32E-05,273,740,244,390,767,380,1272,285,225,420,229,873,298,572,Q3ZCC3,TRAF6_BOVIN,Phel_contig_10324,,,,,,,,
g24081.t1,8229.748015,-2.337896078,0.565605391,-4.133440232,3.57E-05,0.000286557,14687,14046,8863,834,4528,7543,12619,1330,1706,5257,2089,11860,1712,9697,Q90593,BIP_CHICK,Phel_contig_1544,,,,,,,,
g24110.t1,443.2680121,-1.402375432,0.306313987,-4.578228522,4.69E-06,4.94E-05,541,521,352,307,420,455,536,419,276,96,303,574,368,551,Q5R8Z8,RAB14_PONAB,Phel_contig_1604,,,,,,,,
g24120.t1,74.716013,1.576509263,0.225520818,6.990526527,2.74E-12,1.33E-10,44,26,109,130,46,31,12,145,107,179,112,30,197,38,Q8WX92,NELFB_HUMAN,Phel_contig_17308,,,,,,,,
g24133.t1,15.83849818,-1.06197273,0.408856975,-2.597418646,0.009392737,0.030588405,17,7,7,4,20,27,8,16,15,20,8,26,20,26,Q96DM1,PGBD4_HUMAN,Phel_contig_20850,,,,,,,,
g24133.t1,15.83849818,-1.06197273,0.408856975,-2.597418646,0.009392737,0.030588405,17,7,7,4,20,27,8,16,15,20,8,26,20,26,Q96DM1,PGBD4_HUMAN,Phel_contig_24842,,,,,,,,
g24151.t1,333.0771002,-4.81126718,1.21561334,-3.957892712,7.56E-05,0.00054848,92,122,49,0,567,514,603,119,26,0,0,924,0,810,Q96RW7,HMCN1_HUMAN,Phel_contig_11,,,,,,,,
g24151.t1,333.0771002,-4.81126718,1.21561334,-3.957892712,7.56E-05,0.00054848,92,122,49,0,567,514,603,119,26,0,0,924,0,810,Q96RW7,HMCN1_HUMAN,Phel_contig_3782,,,,,,,,
g24151.t1,333.0771002,-4.81126718,1.21561334,-3.957892712,7.56E-05,0.00054848,92,122,49,0,567,514,603,119,26,0,0,924,0,810,Q96RW7,HMCN1_HUMAN,Phel_contig_4813,,,,,,,,
g24151.t1,333.0771002,-4.81126718,1.21561334,-3.957892712,7.56E-05,0.00054848,92,122,49,0,567,514,603,119,26,0,0,924,0,810,Q96RW7,HMCN1_HUMAN,Phel_contig_634,,,,,,,,
g24151.t1,333.0771002,-4.81126718,1.21561334,-3.957892712,7.56E-05,0.00054848,92,122,49,0,567,514,603,119,26,0,0,924,0,810,Q96RW7,HMCN1_HUMAN,Phel_contig_8725,,,,,,,,
g24163.t1,1355.884484,-1.515875689,0.405867132,-3.734906249,0.000187785,0.001175581,1239,1509,856,748,658,876,2587,774,796,1106,756,1744,973,1713,Q13905,RPGF1_HUMAN,Phel_contig_4404,,,,,,,,
g2443.t1,25.46562408,1.886597485,0.401153641,4.70292998,2.56E-06,2.92E-05,14,6,39,44,16,16,0,36,30,64,72,6,64,10,Q06136,KDSR_HUMAN,Phel_contig_12690,,,,,,,,
g2443.t2,25.46562408,1.886597485,0.401153641,4.70292998,2.56E-06,2.92E-05,14,6,39,44,16,16,0,36,30,64,72,6,64,10,Q06136,KDSR_HUMAN,Phel_contig_12690,,,,,,,,
g2447.t1,2075.319565,-3.01403512,0.470221092,-6.409825448,1.46E-10,5.00E-09,3272,2439,841,153,921,2305,3693,368,791,542,525,2565,616,4423,Q2HJ57,COTL1_BOVIN,Phel_contig_2365,,,,,,,,
g2452.t1,986.6835963,1.751972775,0.596171514,2.938705947,0.003295856,0.012880769,798,59,479,2408,252,915,81,2343,1542,4117,1120,247,724,465,P49013,FBP3_STRPU,Phel_contig_17485,,,,,,,,
g2452.t1,986.6835963,1.751972775,0.596171514,2.938705947,0.003295856,0.012880769,798,59,479,2408,252,915,81,2343,1542,4117,1120,247,724,465,P49013,FBP3_STRPU,Phel_contig_196,,,,,,,,
g2453.t1,17.80091203,-3.089722941,1.206563082,-2.560763699,0.010444237,0.033370372,0,4,9,1,2,57,1,6,12,0,2,15,0,109,Q9WTR6,XCT_MOUSE,Phel_contig_7815,,,,,,,,
g2456.t1,31.59311944,-3.788878106,1.452223097,-2.609019312,0.009080212,0.029802953,1,0,17,0,6,87,1,0,5,10,0,3,1,239,Q9WTR6,XCT_MOUSE,Phel_contig_7815,,,,,,,,
g2468.t1,819.7927497,-1.876103262,0.441313296,-4.251182274,2.13E-05,0.00018085,246,930,240,520,1427,987,799,178,194,394,521,1308,1219,1772,Q8R151,ZNFX1_MOUSE,Phel_contig_10256,,,,,,,,
g2476.t1,154.4215494,-2.234122314,0.328014897,-6.811039175,9.69E-12,4.31E-10,132,139,74,52,229,194,273,67,39,51,89,205,101,215,Q5RE48,AKTIP_PONAB,Phel_contig_7002,,,,,,,,
g2493.t1,297.6905059,-1.085735305,0.205436596,-5.285014083,1.26E-07,2.06E-06,327,355,265,234,280,419,201,181,176,167,266,614,389,258,Q9PTW9,PSA7_CARAU,Phel_contig_6632,,,,,,,,
