gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
100	g1036.t1	66.3174809955558	1.33474464078769	0.529113160249837	2.52260714921066	0.0116488455662185	0.0412003880701549	35	58	20	158	129	10	63	2	109	98	90	135	27	171	16	sp	Q9NZ01	TECR_HUMAN	57.895	304	127	1	4	912	5	308	4.77e-124	360
101	g1037.t1	445.480007932796	-2.14784891016617	0.723985897835206	-2.96669992687492	0.00301014584748208	0.0144208382219386	154	31	86	124	113	763	589	230	110	59	207	637	379	145	2550	sp	O89114	DNJB5_MOUSE	54.598	348	155	2	1	1041	1	346	7.86e-120	352
102	g1038.t1	30.4104726252904	-2.40117359774361	0.867865460361413	-2.76675787597731	0.00566167872750107	0.0236012368534655	1	2	1	4	2	70	82	85	5	23	13	7	55	35	19	sp	A2VDD2	DYL5B_XENLA	36.17	141	84	3	193	606	39	176	2.58e-25	100
103	g10385.t1	7.57029906295405	-1.50204439508683	0.534241798599057	-2.81154413418351	0.00493043261646087	0.0212580412722309	9	96	5	0	3	12	22	5	12	5	3	5	18	9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	g1039.t1	8.27930285731451	-3.18223965743006	1.09132253196663	-2.91594791110513	0.00354609698308215	0.0163861188015768	1	1	0	0	0	24	41	14	1	7	0	1	15	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	g10392.t1	44.6100342022866	-2.92576042605622	0.495088523745547	-5.90957028032412	3.43001317068519e-09	1.30418866340552e-07	11	42	32	3	18	138	45	72	14	20	7	12	65	17	65	sp	Q04205	TENS1_CHICK	57.84	287	118	2	622	1482	1461	1744	3.56e-107	353
106	g10393.t1	30.1156116454347	-3.09418627905167	0.721064081952838	-4.29113910468508	1.77758913757044e-05	0.00020980982537554	14	5	20	0	9	120	59	53	3	16	0	12	48	17	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	g10394.t1	71.9918194612751	-2.81315466735365	0.572298502733476	-4.91553735317695	8.8539266178678e-07	1.64424637233965e-05	33	56	50	10	23	270	117	94	5	36	2	20	72	73	98	sp	Q04205	TENS1_CHICK	53.298	379	165	7	52	1161	64	439	8.23e-124	431
108	g104.t1	43.2562732143757	1.19169901170408	0.417713607875362	2.8529092402938	0.00433209923042009	0.0191705802516136	35	31	25	55	94	18	33	4	91	65	82	68	21	114	4	sp	Q0VCR6	TMM68_BOVIN	54.093	281	124	4	130	969	48	324	3.49e-109	324
109	g1040.t1	62.9519163010222	-2.60275182251621	0.791831013926604	-3.28700414196893	0.00101259344362882	0.00594884647843558	9	58	101	8	5	48	68	167	14	66	0	25	20	37	82	sp	Q06806	TIE1_MOUSE	50.909	220	101	3	2998	3645	830	1046	1.79e-60	230
110	g1040.t1	62.9519163010222	-2.60275182251621	0.791831013926604	-3.28700414196893	0.00101259344362882	0.00594884647843558	9	58	101	8	5	48	68	167	14	66	0	25	20	37	82	sp	Q06806	TIE1_MOUSE	35.379	277	152	9	580	1380	96	355	8.98e-38	158
111	g10401.t1	9.17630464362421	-2.69677157090085	0.96884139010399	-2.78350161176681	0.00537755952912036	0.0227263237380439	6	9	1	6	1	50	12	0	0	5	6	0	5	2	24	sp	Q9MYM7	B3GT1_PONPY	39.223	283	150	7	316	1155	58	321	1.29e-53	184
112	g10407.t1	945.634203175314	-2.71718588999268	0.402702724844001	-6.74737398671754	1.50544883873313e-11	1.0307084058858e-09	1405	241	1895	240	140	1540	640	1269	225	292	221	486	3177	631	678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	g10412.t1	14.8209024943022	-3.8872510483231	0.929233023837084	-4.18328981924411	2.87320724291756e-05	0.000313631880426445	2	45	11	4	3	5	11	5	0	4	0	4	23	0	36	sp	E1BMP7	DNA2_BOVIN	43.83	1013	513	18	2431	5355	46	1040	0	786
114	g10412.t2	18.7161063671375	-2.7332172387747	0.97130417694577	-2.81396631832594	0.00489343552479845	0.0211511166690418	3	78	4	8	5	8	22	8	8	6	0	6	0	10	12	sp	E1BMP7	DNA2_BOVIN	43.874	1012	513	18	2431	5352	46	1040	0	786
115	g10414.t2	678.025460298925	-1.10308190467342	0.389140311764007	-2.83466367098554	0.00458739526646017	0.0200542122832624	694	181	483	708	371	315	711	904	470	430	574	526	877	735	1562	sp	Q32NH8	PLCD4_XENLA	41.965	753	402	15	79	2298	15	745	0	582
116	g1042.t1	30.3827987331564	-1.2746701113924	0.459653534617693	-2.77311064833338	0.00555232382847703	0.0232529086390052	19	40	45	28	33	42	24	34	14	20	9	33	28	15	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	g10421.t1	748.508568870188	-1.62907721508946	0.383312340973913	-4.24999938940222	2.13771098237319e-05	0.000245224693020382	642	126	1057	465	488	744	718	1438	656	456	316	345	1307	501	907	sp	Q6DD06	ZC3HF_XENLA	50.588	425	182	7	1	1245	1	407	3.8e-90	283
118	g10422.t1	58.7038958702603	-1.63637766210636	0.636476998517337	-2.57099261390165	0.0101407489708371	0.0370787737001962	65	10	73	97	37	56	63	110	27	21	0	26	127	38	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119	g10423.t1	221.430710926533	-1.47989183095626	0.425839734906449	-3.47523189981642	0.00051041190582128	0.00341352753707678	232	64	301	291	57	184	241	357	91	89	212	117	362	132	276	sp	Q6NRT6	DJC10_XENLA	43.617	658	321	17	25	1950	4	627	0	560
120	g10423.t1	221.430710926533	-1.47989183095626	0.425839734906449	-3.47523189981642	0.00051041190582128	0.00341352753707678	232	64	301	291	57	184	241	357	91	89	212	117	362	132	276	sp	Q6NRT6	DJC10_XENLA	25.61	492	310	18	544	1947	279	738	9.28e-35	145
121	g10424.t3	134.797352296679	-1.07330206510792	0.43192554453773	-2.48492379920855	0.0129579168323191	0.0447906264047331	91	27	81	111	45	219	188	164	129	138	26	178	222	149	214	sp	P18514	RARA_NOTVI	53.58	405	145	4	439	1644	55	419	5.02e-130	390
122	g10426.t1	189.966325233174	-1.18556129370937	0.312659741609493	-3.79185784395011	0.000149524500603504	0.00124661370734367	217	84	269	136	108	264	171	290	189	78	146	184	176	198	137	sp	P13055	E75BB_DROME	65.347	101	34	1	40	342	449	548	2.55e-39	159
123	g10427.t1	355.488617957232	-1.07594124756489	0.348734499274229	-3.08527332341393	0.00203365173375692	0.0104657600522909	441	68	627	306	251	382	376	544	276	238	300	305	367	350	220	sp	Q5ZJH7	CNPD1_CHICK	40.945	254	145	3	1	747	1	254	9.97e-49	177
124	g1043.t1	54.8343484849584	-1.34773748372866	0.543724113426339	-2.47871567666135	0.0131856366785321	0.0454181260213407	31	131	40	41	65	30	50	32	30	19	14	61	38	43	45	sp	Q15262	PTPRK_HUMAN	50	134	66	1	349	750	902	1034	4.3e-37	149
125	g1043.t1	54.8343484849584	-1.34773748372866	0.543724113426339	-2.47871567666135	0.0131856366785321	0.0454181260213407	31	131	40	41	65	30	50	32	30	19	14	61	38	43	45	sp	Q15262	PTPRK_HUMAN	36.458	192	113	3	739	1293	1128	1317	8.32e-31	130
126	g10432.t1	168.879256453451	1.25730674802394	0.292340639132238	4.30082780059602	1.70161254444648e-05	0.000201612198242605	109	56	173	337	247	90	114	27	304	217	332	354	77	452	43	sp	Q7ZU42	OLA1_DANRE	71.722	389	108	2	1	1161	1	389	0	582
127	g10435.t1	58.9695025682584	0.897733574425661	0.264520146413806	3.39381928596576	0.000689251594214999	0.00437814393448077	64	22	43	121	86	30	46	10	102	83	107	108	47	95	25	sp	Q9H8Y8	GORS2_HUMAN	60.351	285	83	5	1	771	1	283	5.03e-93	286
128	g10440.t1	121.271194036803	-5.4469398503347	0.912079321803124	-5.97200234686435	2.34359158987227e-09	9.37220037835242e-08	26	16	4	26	2	95	92	96	5	5	2	1	448	2	765	sp	Q80V42	CBPM_MOUSE	47.074	376	187	8	112	1227	12	379	7.52e-107	327
129	g10443.t2	12.2784534901151	-7.34650992805327	2.48118649711621	-2.96088582482285	0.00306755634323304	0.014634723029406	0	0	0	0	0	73	0	0	0	0	0	0	20	0	79	sp	Q9ULJ8	NEB1_HUMAN	46.78	295	123	5	1	843	500	774	5.32e-63	234
130	g10460.t1	16.7226055968825	-2.03461430063225	0.592908673058132	-3.43158127564236	0.000600073288985401	0.00390518370644132	33	5	26	14	14	15	7	33	3	5	10	5	41	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	g10461.t2	185.613863484247	-0.730135822260899	0.254875123510946	-2.86468060202644	0.00417430043942236	0.0185939860010094	251	42	145	93	194	314	219	140	267	191	170	120	270	241	212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	g10466.t1	815.170029894672	-3.0919788331419	0.481587637528982	-6.42038663825922	1.35928661832791e-10	7.38898642902622e-09	337	50	1695	206	213	1120	1228	1636	220	166	168	169	1686	383	1332	sp	Q9BYK8	HELZ2_HUMAN	41.652	557	304	9	211	1848	2090	2636	5.68e-118	390
133	g10467.t1	1982.18022585313	-3.15831842522444	0.467551565115354	-6.75501626103042	1.42819237432865e-11	9.8404273944587e-10	793	205	2977	400	679	3297	3385	3862	568	419	261	261	3736	1053	3987	sp	E9QAM5	HELZ2_MOUSE	28.247	2025	1224	64	1912	7773	275	2141	2.44e-177	614
134	g10467.t1	1982.18022585313	-3.15831842522444	0.467551565115354	-6.75501626103042	1.42819237432865e-11	9.8404273944587e-10	793	205	2977	400	679	3297	3385	3862	568	419	261	261	3736	1053	3987	sp	E9QAM5	HELZ2_MOUSE	29.193	322	181	12	3880	4797	2654	2944	6.18e-23	112
135	g10468.t1	2260.17066330985	-1.30412620901016	0.322569108687041	-4.0429358357295	5.27860695134748e-05	0.000525552974654408	1721	442	4000	1188	2020	2577	2821	2750	1671	1183	1339	1199	4599	3529	2271	sp	Q6NYU2	HELZ_DANRE	38.918	776	413	19	3556	5769	359	1111	2.51e-143	500
136	g10469.t1	679.831678793146	-1.45974836063271	0.336078562394487	-4.34347359210395	1.40247343179714e-05	0.000172302741038792	446	139	1385	411	457	806	804	889	424	354	331	417	1358	939	658	sp	Q9BYK8	HELZ2_HUMAN	42.71	487	259	10	19	1443	2158	2636	1.3e-114	375
137	g10472.t1	24.5000847695765	1.24808122710729	0.38226122037998	3.26499566413422	0.00109465752180781	0.00636295418708003	15	139	15	61	58	24	9	3	18	58	35	35	20	53	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	g10473.t1	9.2131986442516	1.09670075874344	0.436306459004147	2.51360193302346	0.0119505237155134	0.0420747893547816	8	95	3	14	27	10	9	2	12	15	19	9	4	22	1	sp	Q9JLB4	CUBN_MOUSE	27.287	623	370	24	136	1911	936	1506	1.74e-29	133
139	g10476.t1	7.98500206365742	-1.87670682942506	0.71467274502592	-2.62596669942547	0.00864032699885805	0.0326832394777463	5	11	11	1	3	7	32	3	5	4	0	2	5	19	5	sp	O18992	CP2DJ_CALJA	31.278	454	259	10	274	1527	61	497	1.51e-58	204
140	g10478.t1	105.168669667647	-0.961372123754966	0.319819523533832	-3.00598322807916	0.00264723598811029	0.0129371923656576	109	33	92	43	43	197	160	107	102	129	129	64	155	129	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
141	g10479.t1	540.956738573007	-1.72885669972764	0.315080932382884	-5.48702419614129	4.08761161669376e-08	1.1760036878613e-06	525	93	845	362	292	887	527	719	332	272	265	310	981	363	816	sp	Q99615	DNJC7_HUMAN	56.463	441	192	0	46	1368	28	468	1.25e-160	468
142	g10480.t1	146.498479213079	-1.41338424638638	0.353298483409085	-4.00053867412112	6.31984571371737e-05	0.000613138394691818	119	75	230	83	119	123	101	217	154	109	38	79	194	139	215	sp	Q91W82	UB2E2_MOUSE	76.374	182	38	2	112	642	20	201	6.49e-98	286
143	g10481.t1	717.023343192909	1.9320551566476	0.307246565245092	6.2882888702316	3.20984222749896e-10	1.59643532395264e-08	560	185	228	1437	1605	308	433	70	1558	1062	1281	1742	196	2242	131	sp	A4FV48	FADS2_BOVIN	49.051	316	130	2	52	906	20	335	6.45e-84	262
144	g10482.t1	322.563558008481	1.86912390048936	0.359434434055985	5.20018040396828	1.99095186629895e-07	4.60687097619014e-06	261	58	119	611	790	114	231	22	740	516	224	899	134	1176	85	sp	O60427	FADS1_HUMAN	72.727	99	27	0	1	297	345	443	2.75e-46	156
145	g10484.t1	170.902353586964	1.26436892422163	0.262615098440062	4.8145324915894	1.4754489715308e-06	2.56808837482452e-05	173	31	64	310	311	112	105	56	441	306	171	362	134	374	45	sp	P13233	CN37_RAT	27.04	429	228	11	145	1374	34	396	1.65e-44	164
146	g10485.t1	51.2085520601377	0.803970130747229	0.309232954610443	2.59988503411621	0.00932549967037527	0.0346690889590831	57	18	21	61	101	35	47	24	129	82	34	69	21	151	27	sp	Q28EL0	CCYL1_XENTR	67.541	305	86	5	103	1011	50	343	1.81e-139	402
147	g10499.t1	594.579708512924	-1.67357513031144	0.44387038991206	-3.77041399549768	0.000162976961746619	0.00133560854825307	1126	135	1168	744	140	373	635	653	230	228	488	284	922	259	825	sp	Q99KV1	DJB11_MOUSE	66.949	354	113	2	10	1059	5	358	1.67e-168	476
148	g105.t1	20.1343157832258	1.3250810163599	0.471039887666842	2.81309725790591	0.00490668080072093	0.0211930603161504	25	4	9	74	41	11	11	2	36	22	8	38	8	53	12	sp	Q9C0D9	EPT1_HUMAN	51.429	105	48	1	46	360	6	107	3.62e-29	113
149	g1050.t1	82.3757231127296	-1.41399055808811	0.358025340839619	-3.94941473911347	7.83425094210682e-05	0.000728693117508517	93	63	176	55	69	58	56	109	78	41	53	40	107	61	47	sp	Q9Z248	AEBP2_MOUSE	44.444	243	125	5	52	765	240	477	4.87e-61	204
150	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	39.815	648	352	15	139	2007	28	662	2.24e-134	440
151	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	30.133	677	426	23	34	2007	1064	1712	4.1e-75	268
152	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	29.305	604	333	17	31	1599	2735	3325	1.32e-64	236
153	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	28.409	616	348	25	34	1683	3614	4202	1e-54	207
154	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	28.226	496	313	18	571	2007	1547	2016	3.51e-41	166
155	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	27.146	501	320	18	571	1995	1853	2334	3.51e-41	166
156	g10500.t1	22.2571153904527	-2.60306355588379	0.771899487689079	-3.37228304643248	0.000745477929531153	0.00465735345232645	1	16	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	27.247	356	222	16	568	1572	490	829	4.92e-24	112
157	g1051.t1	68.9876952249034	0.833755189000011	0.324841707409963	2.56665067933465	0.0102686000317494	0.0374955547150883	82	27	51	89	99	64	28	21	115	104	198	65	44	147	21	sp	Q3SZN3	OMA1_BOVIN	41.228	342	181	1	91	1056	134	475	2.67e-84	268
158	g10511.t1	49.1279384025241	-2.53960961471312	1.02527849077603	-2.47699492143926	0.0132493787237917	0.045599820688402	0	10	1	20	6	106	158	1	4	33	22	27	28	4	273	sp	Q8AVJ1	PRR5_XENLA	48.148	189	93	3	190	747	30	216	3.23e-43	157
159	g10514.t2	34.7222061660854	-2.59424855978755	0.821701154162494	-3.15716796385871	0.00159309553142819	0.00860804740820403	5	107	6	10	9	93	34	0	6	16	5	12	23	32	44	sp	E9Q8T7	DYH1_MOUSE	63.388	2267	795	9	97	6828	73	2327	0	2821
160	g10515.t1	27.3866745196342	-2.09747101855884	0.803298318471078	-2.61107358291372	0.00902584709193338	0.0338137146032864	3	71	3	7	6	74	49	1	3	15	6	24	21	34	27	sp	E9Q8T7	DYH1_MOUSE	67.358	1253	362	4	1	3624	2354	3604	0	1707
161	g10518.t1	93.9473017325815	0.685991530031862	0.254814103161806	2.69212544172352	0.00709982353896103	0.0281649569435449	133	32	62	106	165	49	77	35	165	102	140	189	58	225	44	sp	Q9ULM3	YETS2_HUMAN	50.286	350	148	6	40	1089	9	332	1.89e-93	337
162	g10518.t1	93.9473017325815	0.685991530031862	0.254814103161806	2.69212544172352	0.00709982353896103	0.0281649569435449	133	32	62	106	165	49	77	35	165	102	140	189	58	225	44	sp	Q9ULM3	YETS2_HUMAN	31.667	300	182	6	3859	4758	1142	1418	1e-37	159
163	g10524.t1	2544.59063232104	-1.24503934479703	0.42472349141152	-2.93141154179931	0.00337425447334772	0.0157162530744624	1298	438	1839	1477	1736	2175	2515	5072	1817	1509	2076	2549	4739	2180	3696	sp	Q9BY84	DUS16_HUMAN	55.319	282	121	2	157	999	24	301	2.86e-105	345
164	g10528.t1	49.1123312952007	-4.00074157947582	0.763990743986937	-5.23663619090158	1.63529584903084e-07	3.88787095536068e-06	44	111	28	18	5	36	32	78	12	0	2	10	62	0	69	sp	Q08DK4	GHC1_BOVIN	56.322	261	107	2	7	789	5	258	7.27e-97	291
165	g10529.t1	415.274108937137	-1.01575540612927	0.344077452086708	-2.95211267105436	0.003156077466113	0.0149365978124097	386	85	878	340	237	345	367	403	275	244	532	356	737	447	463	sp	Q4R761	VATE1_MACFA	56.195	226	78	1	1	615	1	226	1.81e-69	214
166	g10543.t1	194.669568519662	3.38030023128076	0.206123084461442	16.3994258096458	1.93054070633326e-60	4.176724818152e-56	28	24	31	324	612	34	43	21	632	326	467	523	36	567	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	g10544.t1	22.5678828859873	3.70124451768102	0.493959099524623	7.49301818964977	6.73075684928384e-14	7.50618167186886e-12	3	2	5	25	49	1	3	3	47	35	111	69	2	63	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
168	g10545.t1	242.786300625384	3.04437125311498	0.364455011779323	8.35321549908702	6.64292931947454e-17	1.30654341660756e-14	36	62	54	341	807	57	26	34	748	383	462	728	38	764	20	sp	Q9HCB6	SPON1_HUMAN	42.857	189	97	4	124	678	54	235	2.21e-62	147
169	g10545.t1	242.786300625384	3.04437125311498	0.364455011779323	8.35321549908702	6.64292931947454e-17	1.30654341660756e-14	36	62	54	341	807	57	26	34	748	383	462	728	38	764	20	sp	Q9HCB6	SPON1_HUMAN	48.673	113	52	1	680	1000	258	370	2.21e-62	114
170	g10550.t1	113.983273083799	-0.954012873392592	0.363980663577715	-2.62105372306102	0.00876584470970476	0.0330687097287642	80	21	73	59	135	296	244	50	131	59	107	94	144	119	177	sp	Q571I9	A16A1_MOUSE	41.333	375	201	5	1	1119	445	802	3.46e-78	259
171	g10551.t1	12.6717396302298	-1.71506410353381	0.632512198147559	-2.7115115069033	0.0066977216319794	0.0269146398332762	7	23	2	1	14	26	18	5	4	12	2	5	17	16	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	g10552.t1	96.5795638894446	-1.06933843375213	0.337583778572598	-3.16762386591442	0.00153690222910068	0.0083502962648401	67	53	57	49	69	243	195	29	85	91	98	60	103	107	159	sp	Q3T1L0	A16A1_RAT	45.401	337	178	3	58	1065	13	344	1.67e-95	304
173	g10556.t1	19.438472321422	-2.5059645790636	0.9831929233763	-2.54880249794524	0.0108093497007616	0.0389572348452402	10	11	1	1	4	43	102	1	2	5	0	1	73	51	10	sp	G8HTB6	ZPP_ACRMI	29.565	230	155	6	1633	2310	95	321	1.32e-22	105
174	g10560.t1	186.260878039728	1.89941306846978	0.502381407001378	3.78081880021601	0.000156313415466396	0.0012912717615943	33	133	58	316	593	90	38	36	466	223	267	490	42	453	15	sp	K0DZA0	HTYE_ASPRU	26.979	341	184	16	19	888	2	328	6.9e-24	102
175	g10562.t1	557.74464255824	-1.5678662209072	0.288095592402562	-5.44217357798515	5.26343499014159e-08	1.46678548394837e-06	474	111	536	397	296	1321	986	472	318	344	339	342	901	431	926	sp	P35223	CTNB_TRIGR	77.075	711	143	3	1	2073	1	711	0	1089
176	g10568.t1	5.73682276840095	-4.94939902870803	1.48205904759329	-3.33954239997748	0.000839165396864002	0.00512573217423847	0	4	0	0	0	30	5	2	0	3	0	0	37	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	g10569.t1	2.30612182657779	-4.03412524676544	1.52080640342284	-2.65262247560632	0.00798691461942311	0.0308015860590408	0	2	0	1	0	14	0	3	0	1	0	0	9	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	g10570.t1	1.77733103330761	-4.09148687935234	1.51052024231484	-2.70866074133652	0.00675553790364625	0.0270659375084049	0	3	0	1	0	4	6	0	0	0	0	0	5	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	g10571.t1	155.532961117171	1.21358050220788	0.256743057049025	4.72682890106798	2.28053269124758e-06	3.74634204822638e-05	117	30	147	240	305	88	94	42	262	255	415	241	95	292	48	sp	Q5R628	LSM5_PONAB	88.889	90	10	0	7	276	2	91	1.9e-53	164
180	g10572.t1	50.855219558799	-2.33716232038219	0.570782972000463	-4.09466020366895	4.22787990680062e-05	0.000435572294207768	32	64	52	26	17	59	60	47	34	0	12	5	111	67	83	sp	P50416	CPT1A_HUMAN	49.325	667	301	3	1	1995	1	632	0	663
181	g10573.t1	32.6235628864431	-1.51766302315064	0.376902551841891	-4.02667218816627	5.6571815719443e-05	0.000558362788818499	33	15	35	19	20	33	25	41	22	17	5	23	86	51	42	sp	Q68Y62	CPT1A_HORSE	59.42	69	28	0	10	216	697	765	8.72e-24	95.9
182	g10574.t1	34.2954292208229	-1.38559707380493	0.556672725549805	-2.48906944818687	0.0128077944442968	0.0444278712205165	19	82	15	20	13	32	16	17	24	38	27	25	43	12	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	g10575.t1	3.16038018474376	-4.07757735596473	1.3920082361941	-2.92927674559833	0.00339751779989539	0.015800794841087	3	9	0	0	0	8	1	0	0	0	0	2	13	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	g10576.t1	199.499515643378	-0.971750212279397	0.217199738355463	-4.47399347548503	7.67720853319776e-06	0.000104660621686032	261	108	223	213	155	176	276	148	175	89	184	168	407	218	156	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.23e-165	469
185	g10578.t1	98.2275391572968	-0.69769745834657	0.237585614370478	-2.93661491330286	0.0033181585870714	0.0155251645828914	71	22	117	89	92	151	139	61	113	78	95	95	214	115	85	sp	Q5E9K0	PSB2_BOVIN	55.446	101	27	1	1	249	1	101	5.7e-32	113
186	g10579.t1	83.6104554562635	-0.89178026503995	0.34129993956389	-2.61289312321432	0.00897793729088472	0.0336479320133303	59	20	86	65	79	102	132	63	106	70	18	83	217	119	83	sp	P40307	PSB2_RAT	58.442	77	32	0	1	231	118	194	4.21e-23	90.5
187	g10583.t1	22.8944458774783	0.917585790093441	0.337058764826416	2.72233178854136	0.00648230246585814	0.0262433783399777	8	71	13	35	43	29	18	4	44	58	22	22	13	58	15	sp	Q9CWU9	NUP37_MOUSE	50.157	319	154	2	28	969	7	325	3.88e-113	333
188	g10585.t1	3.63230058160998	-5.59367856174483	1.75108213345253	-3.19441244638594	0.00140115778829921	0.00772923221566887	0	4	0	0	0	28	12	0	0	0	0	0	3	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	g10586.t1	224.833889667801	-4.32132397877637	0.687721480971955	-6.28353788319809	3.30953515146652e-10	1.64224295876097e-08	28	17	30	27	36	1124	585	135	13	18	35	18	298	38	794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	g10587.t1	407.657958915623	-7.09286645403712	1.17915096443362	-6.01523186426261	1.7962940298119e-09	7.47361948749624e-08	7	36	15	0	5	2283	1372	12	30	8	0	8	525	0	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	g10587.t2	230.759250701325	-3.04075188354013	0.585713923139433	-5.19153081975868	2.08572053150866e-07	4.77496307530512e-06	78	12	59	64	75	774	379	384	33	43	62	68	343	91	640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	g10592.t1	2.3064825533622	-4.89561047776488	1.82314625883882	-2.68525383195693	0.0072474741279282	0.0286286475730741	2	6	3	0	0	0	0	5	0	0	0	0	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	g10595.t1	122.662212204858	1.28787530787481	0.367285477926498	3.50646945026382	0.000454093559248437	0.00309232425380545	40	26	33	85	331	57	101	32	285	267	269	208	74	168	133	sp	Q2KIH7	PH4H_BOVIN	64.828	435	146	3	88	1386	21	450	0	593
194	g10596.t1	2667.5597611087	-1.83850334932149	0.383280251740799	-4.79675991907043	1.6125267704638e-06	2.78205874633048e-05	1910	380	1932	971	1425	4360	3303	4583	1847	1402	1452	1234	5500	2061	4619	sp	Q14596	NBR1_HUMAN	32.877	438	193	15	751	1941	215	592	2.37e-47	188
195	g10597.t1	19.7271330191774	-3.1698603939501	1.26716452080705	-2.50153815222923	0.0123655118270859	0.0431914511428807	0	12	0	12	0	99	60	1	0	2	5	12	26	0	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
