gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
g1038.t1	33.9321759	-2.573461965	0.852590077	-3.018404782	0.002541092	0.010343747	1	1	4	2	70	82	85	5	23	13	7	55	35	19	sp	A2VDD2	DYL5B_XENLA	36.17	141	84	3	193	606	39	176	2.58E-25	100
g10385.t1	8.022331889	-1.562344901	0.539541658	-2.895689106	0.00378327	0.014411485	9	5	0	3	12	22	5	12	5	3	5	18	9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1039.t1	9.173055873	-3.340956173	1.081416955	-3.089424628	0.002005446	0.008503207	1	0	0	0	24	41	14	1	7	0	1	15	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10392.t1	42.92898678	-2.86135992	0.518445967	-5.519109231	3.41E-08	6.50E-07	11	32	3	18	138	45	72	14	20	7	12	65	17	65	sp	Q04205	TENS1_CHICK	57.84	287	118	2	622	1482	1461	1744	3.56E-107	353
g10393.t1	33.07665687	-3.241216135	0.706726913	-4.586235608	4.51E-06	4.77E-05	14	20	0	9	120	59	53	3	16	0	12	48	17	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10394.t1	71.37891337	-2.796190762	0.60496209	-4.62209254	3.80E-06	4.11E-05	33	50	10	23	270	117	94	5	36	2	20	72	73	98	sp	Q04205	TENS1_CHICK	53.298	379	165	7	52	1161	64	439	8.23E-124	431
g10397.t1	96.55101471	-0.527347724	0.219153958	-2.406288848	0.016115517	0.047199119	125	83	75	87	87	96	57	155	100	82	87	107	97	117	sp	O35166	GOSR2_MOUSE	56.604	212	92	0	1	636	1	212	8.29E-86	255
g104.t1	43.40098053	1.524994594	0.352571963	4.325342782	1.52E-05	0.000135785	35	25	55	94	18	33	4	91	65	82	68	21	114	4	sp	Q0VCR6	TMM68_BOVIN	54.093	281	124	4	130	969	48	324	3.49E-109	324
g1040.t1	60.73228333	-2.53573318	0.833348484	-3.042824494	0.00234369	0.009669019	9	101	8	5	48	68	167	14	66	0	25	20	37	82	sp	Q06806	TIE1_MOUSE	50.909	220	101	3	2998	3645	830	1046	1.79E-60	230
g1040.t1	60.73228333	-2.53573318	0.833348484	-3.042824494	0.00234369	0.009669019	9	101	8	5	48	68	167	14	66	0	25	20	37	82	sp	Q06806	TIE1_MOUSE	35.379	277	152	9	580	1380	96	355	8.98E-38	158
g10401.t1	8.780476259	-2.620441062	1.012391704	-2.588366786	0.009643224	0.031274784	6	1	6	1	50	12	0	0	5	6	0	5	2	24	sp	Q9MYM7	B3GT1_PONPY	39.223	283	150	7	316	1155	58	321	1.29E-53	184
g10407.t1	1023.182802	-2.841854192	0.386608431	-7.350730005	1.97E-13	1.19E-11	1405	1895	240	140	1540	640	1269	225	292	221	486	3177	631	678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10412.t1	8.839205145	-3.106439203	0.8501063	-3.654177367	0.000258008	0.00153448	2	11	4	3	5	11	5	0	4	0	4	23	0	36	sp	E1BMP7	DNA2_BOVIN	43.83	1013	513	18	2431	5355	46	1040	0	786
g10414.t2	732.649618	-1.206985207	0.389337911	-3.100096785	0.001934574	0.008232155	694	483	708	371	315	711	904	470	430	574	526	877	735	1562	sp	Q32NH8	PLCD4_XENLA	41.965	753	402	15	79	2298	15	745	0	582
g10421.t1	821.3001726	-1.768615704	0.337724113	-5.236865348	1.63E-07	2.59E-06	642	1057	465	488	744	718	1438	656	456	316	345	1307	501	907	sp	Q6DD06	ZC3HF_XENLA	50.588	425	182	7	1	1245	1	407	3.80E-90	283
g10422.t1	64.4061867	-1.774681224	0.632506426	-2.805791609	0.005019314	0.018185908	65	73	97	37	56	63	110	27	21	0	26	127	38	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10423.t1	238.3479752	-1.581880591	0.430453513	-3.674916206	0.000237927	0.00143085	232	301	291	57	184	241	357	91	89	212	117	362	132	276	sp	Q6NRT6	DJC10_XENLA	43.617	658	321	17	25	1950	4	627	0	560
g10423.t1	238.3479752	-1.581880591	0.430453513	-3.674916206	0.000237927	0.00143085	232	301	291	57	184	241	357	91	89	212	117	362	132	276	sp	Q6NRT6	DJC10_XENLA	25.61	492	310	18	544	1947	279	738	9.28E-35	145
g10424.t3	147.2470905	-1.198080179	0.419696278	-2.854636178	0.004308616	0.016045419	91	81	111	45	219	188	164	129	138	26	178	222	149	214	sp	P18514	RARA_NOTVI	53.58	405	145	4	439	1644	55	419	5.02E-130	390
g10426.t1	199.4392242	-1.231030021	0.328431997	-3.74820368	0.000178106	0.001126004	217	269	136	108	264	171	290	189	78	146	184	176	198	137	sp	P13055	E75BB_DROME	65.347	101	34	1	40	342	449	548	2.55E-39	159
g10427.t1	388.7709871	-1.202845522	0.314250062	-3.827669957	0.000129362	0.000859517	441	627	306	251	382	376	544	276	238	300	305	367	350	220	sp	Q5ZJH7	CNPD1_CHICK	40.945	254	145	3	1	747	1	254	9.97E-49	177
g10429.t1	17.11715304	1.521168484	0.571668751	2.660926419	0.007792598	0.0263325	2	1	19	35	14	30	3	34	28	25	40	5	43	2	sp	P20664	PRI1_MOUSE	47.816	412	163	4	55	1140	8	417	2.24E-129	380
g10432.t1	180.7072673	1.311244189	0.308256148	4.253748697	2.10E-05	0.000179086	109	173	337	247	90	114	27	304	217	332	354	77	452	43	sp	Q7ZU42	OLA1_DANRE	71.722	389	108	2	1	1161	1	389	0	582
g10435.t1	62.69285769	0.935381714	0.279612519	3.34527838	0.000822	0.0040122	64	43	121	86	30	46	10	102	83	107	108	47	95	25	sp	Q9H8Y8	GORS2_HUMAN	60.351	285	83	5	1	771	1	283	5.03E-93	286
g10440.t1	133.7878367	-5.606231215	0.925954175	-6.054544991	1.41E-09	3.82E-08	26	4	26	2	95	92	96	5	5	2	1	448	2	765	sp	Q80V42	CBPM_MOUSE	47.074	376	187	8	112	1227	12	379	7.52E-107	327
g10442.t1	10.10069843	2.755339725	1.115284514	2.4705263	0.01349144	0.040909978	4	1	0	10	3	4	0	8	105	0	4	4	19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10443.t2	13.83239081	-7.535777368	2.98886178	-2.521286671	0.011692655	0.036510119	0	0	0	0	73	0	0	0	0	0	0	20	0	79	sp	Q9ULJ8	NEB1_HUMAN	46.78	295	123	5	1	843	500	774	5.32E-63	234
g10459.t1	73.90375491	1.09475261	0.337886247	3.240003466	0.001195282	0.005476416	30	18	148	132	86	41	8	122	97	136	86	75	150	45	sp	Q5T440	CAF17_HUMAN	45.246	305	139	8	226	1068	52	352	1.06E-70	228
g10460.t1	17.96980644	-2.134135752	0.599940267	-3.557247063	0.000374762	0.002079628	33	26	14	14	15	7	33	3	5	10	5	41	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10461.t2	202.0567791	-0.837518499	0.218604618	-3.831202228	0.000127519	0.000847544	251	145	93	194	314	219	140	267	191	170	120	270	241	212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10465.t1	57.4109915	1.018164841	0.370727226	2.746398888	0.006025346	0.021255359	28	15	81	95	46	82	7	127	91	36	93	37	168	28	sp	Q8N184	ZN567_HUMAN	44.242	165	82	4	1576	2058	395	553	2.47E-31	134
g10465.t1	57.4109915	1.018164841	0.370727226	2.746398888	0.006025346	0.021255359	28	15	81	95	46	82	7	127	91	36	93	37	168	28	sp	Q8N184	ZN567_HUMAN	41.935	155	84	2	1606	2070	493	641	1.03E-25	116
g10465.t1	57.4109915	1.018164841	0.370727226	2.746398888	0.006025346	0.021255359	28	15	81	95	46	82	7	127	91	36	93	37	168	28	sp	Q8N184	ZN567_HUMAN	36.788	193	115	3	1564	2139	338	524	1.92E-25	115
g10465.t1	57.4109915	1.018164841	0.370727226	2.746398888	0.006025346	0.021255359	28	15	81	95	46	82	7	127	91	36	93	37	168	28	sp	Q8N184	ZN567_HUMAN	40.136	147	82	2	1618	2058	245	385	1.92E-23	109
g10465.t1	57.4109915	1.018164841	0.370727226	2.746398888	0.006025346	0.021255359	28	15	81	95	46	82	7	127	91	36	93	37	168	28	sp	Q8N184	ZN567_HUMAN	39.333	150	84	3	1612	2058	270	413	2.95E-21	102
g10466.t1	909.2465054	-3.265469624	0.364544992	-8.957658712	3.32E-19	5.52E-17	337	1695	206	213	1120	1228	1636	220	166	168	169	1686	383	1332	sp	Q9BYK8	HELZ2_HUMAN	41.652	557	304	9	211	1848	2090	2636	5.68E-118	390
g10467.t1	2197.148885	-3.322106209	0.394485218	-8.421370587	3.72E-17	4.40E-15	793	2977	400	679	3297	3385	3862	568	419	261	261	3736	1053	3987	sp	E9QAM5	HELZ2_MOUSE	28.247	2025	1224	64	1912	7773	275	2141	2.44E-177	614
g10467.t1	2197.148885	-3.322106209	0.394485218	-8.421370587	3.72E-17	4.40E-15	793	2977	400	679	3297	3385	3862	568	419	261	261	3736	1053	3987	sp	E9QAM5	HELZ2_MOUSE	29.193	322	181	12	3880	4797	2654	2944	6.18E-23	112
g10468.t1	2469.903311	-1.433320852	0.274882708	-5.214299812	1.85E-07	2.89E-06	1721	4000	1188	2020	2577	2821	2750	1671	1183	1339	1199	4599	3529	2271	sp	Q6NYU2	HELZ_DANRE	38.918	776	413	19	3556	5769	359	1111	2.51E-143	500
g10469.t1	741.6413913	-1.587090364	0.295691257	-5.367390237	7.99E-08	1.38E-06	446	1385	411	457	806	804	889	424	354	331	417	1358	939	658	sp	Q9BYK8	HELZ2_HUMAN	42.71	487	259	10	19	1443	2158	2636	1.30E-114	375
g10471.t1	678.3898711	-0.491443664	0.182719303	-2.689610004	0.007153557	0.024544202	538	745	647	630	695	733	486	689	438	856	638	723	1031	698	sp	Q6NYU2	HELZ_DANRE	34.334	999	517	31	910	3624	149	1102	1.86E-140	491
g10472.t1	25.88625012	1.3406722	0.393571996	3.406421729	0.000658204	0.003315477	15	15	61	58	24	9	3	18	58	35	35	20	53	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10473.t1	9.701087476	1.17222094	0.447865398	2.617350982	0.008861517	0.029247725	8	3	14	27	10	9	2	12	15	19	9	4	22	1	sp	Q9JLB4	CUBN_MOUSE	27.287	623	370	24	136	1911	936	1506	1.74E-29	133
g10474.t1	32.06065581	1.243465743	0.38359188	3.241637294	0.001188452	0.005452442	15	5	25	96	28	31	4	64	49	32	61	26	75	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10475.t1	17.8085353	1.657954194	0.369863231	4.482614261	7.37E-06	7.26E-05	7	3	28	29	7	19	2	42	35	20	37	12	49	4	sp	Q6ZTW0	TPGS1_HUMAN	34.483	261	146	7	52	771	33	289	6.14E-33	124
g10477.t1	120.7928453	-0.544036253	0.203784092	-2.669669889	0.007592585	0.02576721	110	126	79	121	97	126	92	153	116	78	134	145	186	135	sp	Q5U3N0	PKHA8_DANRE	36.612	549	278	12	10	1458	1	545	5.39E-99	311
g10478.t1	112.8473909	-1.044470981	0.321196745	-3.251810606	0.001146724	0.005291837	109	92	43	43	197	160	107	102	129	129	64	155	129	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10479.t1	593.3251926	-1.868219953	0.236488204	-7.899844134	2.79E-15	2.40E-13	525	845	362	292	887	527	719	332	272	265	310	981	363	816	sp	Q99615	DNJC7_HUMAN	56.463	441	192	0	46	1368	28	468	1.25E-160	468
g10480.t1	151.9504557	-1.441227951	0.373976088	-3.853797071	0.0001163	0.000781864	119	230	83	119	123	101	217	154	109	38	79	194	139	215	sp	Q91W82	UB2E2_MOUSE	76.374	182	38	2	112	642	20	201	6.49E-98	286
g10481.t1	776.8679498	2.010592552	0.322311066	6.23805003	4.43E-10	1.34E-08	560	228	1437	1605	308	433	70	1558	1062	1281	1742	196	2242	131	sp	A4FV48	FADS2_BOVIN	49.051	316	130	2	52	906	20	335	6.45E-84	262
g10482.t1	353.8810453	1.854621599	0.385073054	4.81628506	1.46E-06	1.77E-05	261	119	611	790	114	231	22	740	516	224	899	134	1176	85	sp	O60427	FADS1_HUMAN	72.727	99	27	0	1	297	345	443	2.75E-46	156
g10484.t1	187.4382162	1.207693814	0.272456071	4.432618482	9.31E-06	8.84E-05	173	64	310	311	112	105	56	441	306	171	362	134	374	45	sp	P13233	CN37_RAT	27.04	429	228	11	145	1374	34	396	1.65E-44	164
g10485.t1	54.64955737	0.821441575	0.327437801	2.508694998	0.012117806	0.037517183	57	21	61	101	35	47	24	129	82	34	69	21	151	27	sp	Q28EL0	CCYL1_XENTR	67.541	305	86	5	103	1011	50	343	1.81E-139	402
g10499.t1	646.6258161	-1.798106298	0.436615483	-4.118283407	3.82E-05	0.000303688	1126	1168	744	140	373	635	653	230	228	488	284	922	259	825	sp	Q99KV1	DJB11_MOUSE	66.949	354	113	2	10	1059	5	358	1.67E-168	476
g105.t1	22.0237248	1.288655726	0.486292747	2.649958761	0.00805016	0.027059904	25	9	74	41	11	11	2	36	22	8	38	8	53	12	sp	Q9C0D9	EPT1_HUMAN	51.429	105	48	1	46	360	6	107	3.62E-29	113
g1050.t1	81.81272344	-1.357129926	0.375909411	-3.610257918	0.000305893	0.001762434	93	176	55	69	58	56	109	78	41	53	40	107	61	47	sp	Q9Z248	AEBP2_MOUSE	44.444	243	125	5	52	765	240	477	4.87E-61	204
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	39.815	648	352	15	139	2007	28	662	2.24E-134	440
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	30.133	677	426	23	34	2007	1064	1712	4.10E-75	268
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	29.305	604	333	17	31	1599	2735	3325	1.32E-64	236
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	28.409	616	348	25	34	1683	3614	4202	1.00E-54	207
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	28.226	496	313	18	571	2007	1547	2016	3.51E-41	166
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	27.146	501	320	18	571	1995	1853	2334	3.51E-41	166
g10500.t1	22.31552463	-2.599991128	0.808700292	-3.215024346	0.001304335	0.005895661	1	4	1	8	58	61	2	7	11	7	7	15	16	96	sp	P98157	LRP1_CHICK	27.247	356	222	16	568	1572	490	829	4.92E-24	112
g1051.t1	73.1181201	0.879925709	0.342325592	2.570435073	0.010157086	0.0326414	82	51	89	99	64	28	21	115	104	198	65	44	147	21	sp	Q3SZN3	OMA1_BOVIN	41.228	342	181	1	91	1056	134	475	2.67E-84	268
g10511.t1	53.68135432	-2.67939232	1.060478733	-2.526587508	0.011517669	0.036095867	0	1	20	6	106	158	1	4	33	22	27	28	4	273	sp	Q8AVJ1	PRR5_XENLA	48.148	189	93	3	190	747	30	216	3.23E-43	157
g10513.t1	1251.895041	-0.914403067	0.351928741	-2.598261982	0.009369698	0.030532805	588	964	615	1413	1003	1751	1401	1495	1102	719	960	1115	1320	2204	sp	Q96BA8	CR3L1_HUMAN	58.333	156	63	2	670	1131	237	392	1.31E-48	179
g10518.t1	100.4218223	0.688387616	0.272734896	2.524017372	0.01160222	0.036288623	133	62	106	165	49	77	35	165	102	140	189	58	225	44	sp	Q9ULM3	YETS2_HUMAN	50.286	350	148	6	40	1089	9	332	1.89E-93	337
g10518.t1	100.4218223	0.688387616	0.272734896	2.524017372	0.01160222	0.036288623	133	62	106	165	49	77	35	165	102	140	189	58	225	44	sp	Q9ULM3	YETS2_HUMAN	31.667	300	182	6	3859	4758	1142	1418	1.00E-37	159
g10519.t1	11.75277032	1.405653342	0.584600488	2.404468302	0.016196011	0.047371697	9	6	24	21	2	15	2	18	11	41	8	6	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10521.t1	1.663200699	-4.457138658	1.638256593	-2.72065968	0.00651518	0.022674642	8	0	0	0	1	2	4	0	0	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10524.t1	2790.442052	-1.381246177	0.399189167	-3.460129409	0.000539916	0.002812371	1298	1839	1477	1736	2175	2515	5072	1817	1509	2076	2549	4739	2180	3696	sp	Q9BY84	DUS16_HUMAN	55.319	282	121	2	157	999	24	301	2.86E-105	345
g10528.t1	35.95241436	-3.527916849	0.734442559	-4.803529976	1.56E-06	1.87E-05	44	28	18	5	36	32	78	12	0	2	10	62	0	69	sp	Q08DK4	GHC1_BOVIN	56.322	261	107	2	7	789	5	258	7.27E-97	291
g10529.t1	453.0581423	-1.137451188	0.315197898	-3.608689002	0.000307748	0.001769142	386	878	340	237	345	367	403	275	244	532	356	737	447	463	sp	Q4R761	VATE1_MACFA	56.195	226	78	1	1	615	1	226	1.81E-69	214
g10532.t1	49.51500768	1.532039176	0.342113104	4.478165718	7.53E-06	7.40E-05	29	19	78	73	21	16	20	114	56	138	83	38	85	7	sp	Q96FL8	S47A1_HUMAN	36.614	508	308	3	199	1704	28	527	4.47E-102	327
g10534.t1	13.45044513	1.17738165	0.488377366	2.410803065	0.015917441	0.046709565	3	3	23	30	24	10	3	18	21	15	19	9	41	1	sp	O15078	CE290_HUMAN	43.416	1458	768	13	1	4284	1	1431	0	977
g10541.t1	53.37468289	1.747013574	0.557878074	3.131532958	0.001738963	0.007539269	9	6	107	43	35	70	1	149	48	84	162	22	123	19	sp	Q9WUW8	ST1C2_RAT	38.235	272	148	5	127	888	26	295	4.00E-55	183
g10543.t1	215.4921524	3.467165399	0.208555132	16.62469467	4.62E-62	9.45E-58	28	31	324	612	34	43	21	632	326	467	523	36	567	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10544.t1	25.10917474	3.752467708	0.508689772	7.376731186	1.62E-13	1.00E-11	3	5	25	49	1	3	3	47	35	111	69	2	63	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10545.t1	263.1105256	3.397553487	0.290190359	11.70801641	1.16E-31	7.99E-29	36	54	341	807	57	26	34	748	383	462	728	38	764	20	sp	Q9HCB6	SPON1_HUMAN	42.857	189	97	4	124	678	54	235	2.21E-62	147
g10545.t1	263.1105256	3.397553487	0.290190359	11.70801641	1.16E-31	7.99E-29	36	54	341	807	57	26	34	748	383	462	728	38	764	20	sp	Q9HCB6	SPON1_HUMAN	48.673	113	52	1	680	1000	258	370	2.21E-62	114
g10550.t1	124.9643213	-1.081756842	0.335443363	-3.224856896	0.001260357	0.005731211	80	73	59	135	296	244	50	131	59	107	94	144	119	177	sp	Q571I9	A16A1_MOUSE	41.333	375	201	5	1	1119	445	802	3.46E-78	259
g10552.t1	99.72097824	-1.076809749	0.360064705	-2.990600669	0.002784293	0.01115772	67	57	49	69	243	195	29	85	91	98	60	103	107	159	sp	Q3T1L0	A16A1_RAT	45.401	337	178	3	58	1065	13	344	1.67E-95	304
g10556.t1	20.04525887	-2.549285067	1.028949904	-2.477559944	0.013228419	0.040247695	10	1	1	4	43	102	1	2	5	0	1	73	51	10	sp	G8HTB6	ZPP_ACRMI	29.565	230	155	6	1633	2310	95	321	1.32E-22	105
g10558.t1	35.86680063	0.754682392	0.261426476	2.886786382	0.003891984	0.01475149	27	25	46	74	35	21	11	56	55	53	52	36	52	9	sp	P63047	ST4A1_RAT	48.162	272	126	5	67	852	18	284	1.32E-81	250
g10560.t1	186.9100267	2.609196798	0.334857658	7.79195797	6.60E-15	5.26E-13	33	58	316	593	90	38	36	466	223	267	490	42	453	15	sp	K0DZA0	HTYE_ASPRU	26.979	341	184	16	19	888	2	328	6.90E-24	102
g10562.t1	609.6017496	-1.700179471	0.22024764	-7.719399278	1.17E-14	8.96E-13	474	536	397	296	1321	986	472	318	344	339	342	901	431	926	sp	P35223	CTNB_TRIGR	77.075	711	143	3	1	2073	1	711	0	1089
g10568.t1	5.768079865	-4.969106982	1.550754127	-3.204316466	0.001353836	0.006097772	0	0	0	0	30	5	2	0	3	0	0	37	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10569.t1	2.248800332	-4.006624629	1.595644478	-2.510975774	0.012039796	0.037332121	0	0	1	0	14	0	3	0	1	0	0	9	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10570.t1	1.482031554	-3.85820192	1.61888166	-2.383251361	0.017160472	0.049495593	0	0	1	0	4	6	0	0	0	0	0	5	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10571.t1	170.2105119	1.163802348	0.266370281	4.369114843	1.25E-05	0.000114161	117	147	240	305	88	94	42	262	255	415	241	95	292	48	sp	Q5R628	LSM5_PONAB	88.889	90	10	0	7	276	2	91	1.90E-53	164
g10572.t1	46.14388165	-2.155993432	0.584817162	-3.686611086	0.00022726	0.001376811	32	52	26	17	59	60	47	34	0	12	5	111	67	83	sp	P50416	CPT1A_HUMAN	49.325	667	301	3	1	1995	1	632	0	663
g10572.t2	222.205423	-1.267192002	0.334671509	-3.786375496	0.000152861	0.000987444	164	162	99	147	172	192	282	178	160	102	216	476	249	322	sp	P50416	CPT1A_HUMAN	51.25	640	302	3	1	1914	1	632	0	672
g10573.t1	34.14401162	-1.563349256	0.390713189	-4.001270754	6.30E-05	0.000468158	33	35	19	20	33	25	41	22	17	5	23	86	51	42	sp	Q68Y62	CPT1A_HORSE	59.42	69	28	0	10	216	697	765	8.72E-24	95.9
g10575.t1	1.991575328	-3.434441768	1.411889765	-2.432514105	0.014994407	0.044485582	3	0	0	0	8	1	0	0	0	0	2	13	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10576.t1	206.1471276	-0.976563055	0.234166375	-4.170381232	3.04E-05	0.000248207	261	223	213	155	176	276	148	175	89	184	168	407	218	156	sp	Q5E964	PSD13_BOVIN	58.245	376	156	1	1	1128	1	375	9.23E-165	469
g10578.t1	106.9292233	-0.802595334	0.199672478	-4.019559144	5.83E-05	0.000438664	71	117	89	92	151	139	61	113	78	95	95	214	115	85	sp	Q5E9K0	PSB2_BOVIN	55.446	101	27	1	1	249	1	101	5.70E-32	113
g10579.t1	90.79333365	-0.996994186	0.327272974	-3.046368829	0.002316235	0.009571185	59	86	65	79	102	132	63	106	70	18	83	217	119	83	sp	P40307	PSB2_RAT	58.442	77	32	0	1	231	118	194	4.21E-23	90.5
g10582.t1	7.004901251	1.526250824	0.596009493	2.560782741	0.010443664	0.033370372	2	4	15	10	8	5	0	13	2	20	17	3	13	1	sp	O45870	NSMA_CAEEL	39.45	327	172	9	10	942	38	354	1.06E-66	221
g10583.t1	24.08008516	0.98710237	0.348149484	2.835283162	0.004578508	0.016893772	8	13	35	43	29	18	4	44	58	22	22	13	58	15	sp	Q9CWU9	NUP37_MOUSE	50.157	319	154	2	28	969	7	325	3.88E-113	333
g10585.t1	3.403100982	-5.521445905	1.879192967	-2.938200602	0.003301233	0.012899322	0	0	0	0	28	12	0	0	0	0	0	3	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10586.t1	250.6645779	-4.495430277	0.656192608	-6.850778603	7.34E-12	3.36E-10	28	30	27	36	1124	585	135	13	18	35	18	298	38	794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10587.t1	453.8379332	-7.264058693	1.211292358	-5.996949166	2.01E-09	5.22E-08	7	15	0	5	2283	1372	12	30	8	0	8	525	0	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10587.t2	258.0061306	-3.218237179	0.509136897	-6.320966326	2.60E-10	8.41E-09	78	59	64	75	774	379	384	33	43	62	68	343	91	640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1059.t2	24.78349655	1.772476098	0.609451957	2.90831144	0.003633862	0.013947981	13	3	48	44	6	0	5	81	10	37	70	26	42	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10595.t1	133.8618383	1.255022862	0.388404607	3.231225481	0.001232607	0.005622257	40	33	85	331	57	101	32	285	267	269	208	74	168	133	sp	Q2KIH7	PH4H_BOVIN	64.828	435	146	3	88	1386	21	450	0	593
g10596.t1	2940.044656	-1.988451302	0.316487347	-6.282877714	3.32E-10	1.05E-08	1910	1932	971	1425	4360	3303	4583	1847	1402	1452	1234	5500	2061	4619	sp	Q14596	NBR1_HUMAN	32.877	438	193	15	751	1941	215	592	2.37E-47	188
g10597.t1	20.1689365	-3.206443939	1.335761565	-2.400461297	0.016374422	0.047756204	0	0	12	0	99	60	1	0	2	5	12	26	0	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10599.t1	70.78229458	-1.372180914	0.406162626	-3.378402703	0.000729082	0.003616439	40	26	17	59	166	104	60	90	41	29	40	103	80	114	sp	Q14995	NR1D2_HUMAN	34.715	193	117	4	2362	2934	385	570	8.86E-29	126
g10599.t1	70.78229458	-1.372180914	0.406162626	-3.378402703	0.000729082	0.003616439	40	26	17	59	166	104	60	90	41	29	40	103	80	114	sp	Q14995	NR1D2_HUMAN	54.545	88	39	1	355	615	100	187	1.33E-24	113
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	41.612	1687	855	49	118	4977	2785	4408	0	1064
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	30.68	1294	754	49	1228	4959	2339	3539	1.35E-128	454
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	37.26	730	414	24	118	2262	1033	1733	8.19E-99	360
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	33.288	739	390	23	118	2256	35	696	3.94E-97	354
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	33.622	693	403	24	1261	3231	675	1346	1.39E-84	314
g10600.t1	40.72880202	-4.265095418	1.591638771	-2.679688064	0.00736908	0.025121137	0	64	0	0	216	39	83	0	0	0	22	41	16	0	sp	C0HL13	LRP2_PIG	29.926	812	425	27	2581	4842	1004	1729	9.53E-74	278
